Ano,Trimestre,Cidade,Tipo de Imóvel,Material Utilizado,Quantidade (m³),Valor Material (R$),Área Construída (m²)
2020,Q3,Cidade A,Residencial,Couro,81,11340,198
2020,Q3,Cidade A,Residencial,Areia,81,20088,61
2020,Q3,Cidade A,Comercial,Barra Metal,91,23387,196
2020,Q3,Cidade A,Comercial,Madeira,52,10036,100
2020,Q3,Cidade A,Comercial,Pedra Britada,74,54982,76
2020,Q3,Cidade A,Comercial,Fio Algodão,69,41952,68
2020,Q3,Cidade A,Comercial,Cimento,27,14715,193
2020,Q3,Cidade A,Comercial,Tecido,60,31260,124
2020,Q3,Cidade A,Comercial,Papel,54,41688,56
2020,Q3,Cidade A,Comercial,Poliéster,95,94715,119
2020,Q3,Cidade A,Comercial,Couro,29,23548,157
2020,Q3,Cidade A,Comercial,Areia,60,36660,81
2020,Q3,Cidade A,Industrial,Barra Metal,38,13262,62
2020,Q3,Cidade A,Industrial,Madeira,21,14805,140
2020,Q3,Cidade A,Industrial,Pedra Britada,53,26765,57
2020,Q3,Cidade A,Industrial,Fio Algodão,21,16464,159
2020,Q3,Cidade A,Industrial,Cimento,50,8400,153
2020,Q3,Cidade A,Industrial,Tecido,99,86229,149
2020,Q3,Cidade A,Industrial,Papel,51,44625,177
2020,Q3,Cidade A,Industrial,Poliéster,23,21091,86
2020,Q3,Cidade A,Industrial,Couro,14,12138,184
2020,Q3,Cidade A,Industrial,Areia,25,20300,90
2020,Q3,Cidade B,Residencial,Barra Metal,38,19874,69
2020,Q3,Cidade B,Residencial,Madeira,61,39528,124
2020,Q3,Cidade B,Residencial,Pedra Britada,53,39750,120
2020,Q3,Cidade B,Residencial,Fio Algodão,81,68202,148
2020,Q3,Cidade B,Residencial,Cimento,16,15616,167
2020,Q3,Cidade B,Residencial,Tecido,70,13650,133
2020,Q3,Cidade B,Residencial,Papel,95,24605,162
2020,Q3,Cidade B,Residencial,Poliéster,25,20475,79
2020,Q3,Cidade B,Residencial,Couro,43,7525,67
2020,Q3,Cidade B,Residencial,Areia,10,3250,88
2020,Q3,Cidade B,Comercial,Barra Metal,28,22064,185
2020,Q3,Cidade B,Comercial,Madeira,33,27687,172
2020,Q3,Cidade B,Comercial,Pedra Britada,96,87072,166
2020,Q3,Cidade B,Comercial,Fio Algodão,100,24000,174
2020,Q3,Cidade B,Comercial,Cimento,83,61669,153
2020,Q3,Cidade B,Comercial,Tecido,55,40260,169
2020,Q3,Cidade B,Comercial,Papel,55,46640,148
2020,Q3,Cidade B,Comercial,Poliéster,19,3895,89
2020,Q3,Cidade B,Comercial,Couro,86,61576,95
2020,Q3,Cidade B,Comercial,Areia,58,33698,62
2020,Q3,Cidade B,Industrial,Barra Metal,35,31290,155
2020,Q3,Cidade B,Industrial,Madeira,49,18914,66
2020,Q3,Cidade B,Industrial,Pedra Britada,80,67440,181
2020,Q3,Cidade B,Industrial,Fio Algodão,45,7560,93
2020,Q3,Cidade B,Industrial,Cimento,52,20696,192
2020,Q3,Cidade B,Industrial,Tecido,10,2290,194
2020,Q3,Cidade B,Industrial,Papel,21,18963,58
2020,Q3,Cidade B,Industrial,Poliéster,78,31200,176
2020,Q3,Cidade B,Industrial,Couro,67,60568,86
2020,Q3,Cidade B,Industrial,Areia,21,12096,92
2020,Q3,Cidade C,Residencial,Barra Metal,69,48369,132
2020,Q3,Cidade C,Residencial,Madeira,10,7740,89
2020,Q3,Cidade C,Residencial,Pedra Britada,32,20160,53
2020,Q3,Cidade C,Residencial,Fio Algodão,30,6960,109
2020,Q3,Cidade C,Residencial,Cimento,45,31950,130
2020,Q3,Cidade C,Residencial,Tecido,83,8549,172
2020,Q3,Cidade C,Residencial,Papel,76,67488,93
2020,Q3,Cidade C,Residencial,Poliéster,60,30480,167
2020,Q3,Cidade C,Residencial,Couro,85,42925,138
2020,Q3,Cidade C,Residencial,Areia,32,8768,112
2020,Q3,Cidade C,Comercial,Barra Metal,73,68985,62
2020,Q3,Cidade C,Comercial,Madeira,78,34554,127
2020,Q3,Cidade C,Comercial,Pedra Britada,20,2080,156
2020,Q3,Cidade C,Comercial,Fio Algodão,40,17880,97
2020,Q3,Cidade C,Comercial,Cimento,11,5731,63
2020,Q3,Cidade C,Comercial,Tecido,11,1254,171
2020,Q3,Cidade C,Comercial,Papel,59,48675,128
2020,Q3,Cidade C,Comercial,Poliéster,12,9864,171
2020,Q3,Cidade C,Comercial,Couro,60,36600,195
2020,Q3,Cidade C,Comercial,Areia,43,25800,96
2020,Q3,Cidade C,Industrial,Barra Metal,20,15820,190
2020,Q3,Cidade C,Industrial,Madeira,19,16226,156
2020,Q3,Cidade C,Industrial,Pedra Britada,30,14490,147
2020,Q3,Cidade C,Industrial,Fio Algodão,15,5070,95
2020,Q3,Cidade C,Industrial,Cimento,88,49896,84
2020,Q3,Cidade C,Industrial,Tecido,92,84732,91
2020,Q3,Cidade C,Industrial,Papel,90,57150,73
2020,Q3,Cidade C,Industrial,Poliéster,71,48138,54
2020,Q3,Cidade C,Industrial,Couro,37,16909,87
2020,Q3,Cidade C,Industrial,Areia,44,15532,193
2020,Q3,Cidade D,Residencial,Barra Metal,77,65989,122
2020,Q3,Cidade D,Residencial,Madeira,51,43860,193
2020,Q3,Cidade D,Residencial,Pedra Britada,40,7000,147
2020,Q3,Cidade D,Residencial,Fio Algodão,77,21791,99
2020,Q3,Cidade D,Residencial,Cimento,22,6446,197
2020,Q3,Cidade D,Residencial,Tecido,14,1764,125
2020,Q3,Cidade D,Residencial,Papel,94,58656,93
2020,Q3,Cidade D,Residencial,Poliéster,21,15603,137
2020,Q3,Cidade D,Residencial,Couro,16,8464,110
2020,Q3,Cidade D,Residencial,Areia,67,49513,180
2020,Q3,Cidade D,Comercial,Barra Metal,54,27702,186
2020,Q3,Cidade D,Comercial,Madeira,33,19107,161
2020,Q3,Cidade D,Comercial,Pedra Britada,13,8359,76
2020,Q3,Cidade D,Comercial,Fio Algodão,29,16124,51
2020,Q3,Cidade D,Comercial,Cimento,35,27300,183
2020,Q3,Cidade D,Comercial,Tecido,17,8041,141
2020,Q3,Cidade D,Comercial,Papel,12,3084,66
2020,Q3,Cidade D,Comercial,Poliéster,49,36113,137
2020,Q3,Cidade D,Comercial,Couro,61,23241,125
2020,Q3,Cidade D,Comercial,Areia,91,21021,166
2020,Q3,Cidade D,Industrial,Barra Metal,95,56240,118
2020,Q3,Cidade D,Industrial,Madeira,78,33618,182
2020,Q3,Cidade D,Industrial,Pedra Britada,59,40356,87
2020,Q3,Cidade D,Industrial,Fio Algodão,61,56913,60
2020,Q3,Cidade D,Industrial,Cimento,65,60320,172
2020,Q3,Cidade D,Industrial,Tecido,18,9774,111
2020,Q3,Cidade D,Industrial,Papel,84,52584,100
2020,Q3,Cidade D,Industrial,Poliéster,14,10948,186
2020,Q3,Cidade D,Industrial,Couro,89,88555,198
2020,Q3,Cidade D,Industrial,Areia,62,18600,133
2020,Q3,Cidade E,Residencial,Barra Metal,41,11931,138
2020,Q3,Cidade E,Residencial,Madeira,73,71248,107
2020,Q3,Cidade E,Residencial,Pedra Britada,11,7843,200
2020,Q3,Cidade E,Residencial,Fio Algodão,66,42702,146
2020,Q3,Cidade E,Residencial,Cimento,94,79054,100
2020,Q3,Cidade E,Residencial,Tecido,65,26325,102
2020,Q3,Cidade E,Residencial,Papel,83,56689,65
2020,Q3,Cidade E,Residencial,Poliéster,33,15114,100
2020,Q3,Cidade E,Residencial,Couro,23,15640,99
2020,Q3,Cidade E,Residencial,Areia,31,22320,53
2020,Q3,Cidade E,Comercial,Barra Metal,82,14104,78
2020,Q3,Cidade E,Comercial,Madeira,32,25440,94
2020,Q3,Cidade E,Comercial,Pedra Britada,74,65564,170
2020,Q3,Cidade E,Comercial,Fio Algodão,91,68432,94
2020,Q3,Cidade E,Comercial,Cimento,92,17020,175
2020,Q3,Cidade E,Comercial,Tecido,77,19404,192
2020,Q3,Cidade E,Comercial,Papel,53,7261,189
2020,Q3,Cidade E,Comercial,Poliéster,91,77350,149
2020,Q3,Cidade E,Comercial,Couro,72,7344,197
2020,Q3,Cidade E,Comercial,Areia,34,8092,194
2020,Q3,Cidade E,Industrial,Barra Metal,77,60368,123
2020,Q3,Cidade E,Industrial,Madeira,40,39280,186
2020,Q3,Cidade E,Industrial,Pedra Britada,47,30879,137
2020,Q3,Cidade E,Industrial,Fio Algodão,64,15232,146
2020,Q3,Cidade E,Industrial,Cimento,76,59128,56
2020,Q3,Cidade E,Industrial,Tecido,31,24304,143
2020,Q3,Cidade E,Industrial,Papel,36,24084,92
2020,Q3,Cidade E,Industrial,Poliéster,93,14043,87
2020,Q3,Cidade E,Industrial,Couro,24,16224,140
2020,Q3,Cidade E,Industrial,Areia,79,42265,61
2020,Q4,Cidade A,Residencial,Barra Metal,95,66405,153
2020,Q4,Cidade A,Residencial,Madeira,83,75945,160
2020,Q4,Cidade A,Residencial,Pedra Britada,45,22590,114
2020,Q4,Cidade A,Residencial,Fio Algodão,80,59520,87
2020,Q4,Cidade A,Residencial,Cimento,25,11800,161
2020,Q4,Cidade A,Residencial,Tecido,90,59850,120
2020,Q4,Cidade A,Residencial,Papel,95,9595,143
2020,Q4,Cidade A,Residencial,Poliéster,91,11921,84
2020,Q4,Cidade A,Residencial,Couro,81,28350,65
2020,Q4,Cidade A,Residencial,Areia,19,15542,187
2020,Q4,Cidade A,Comercial,Barra Metal,59,9322,200
2020,Q4,Cidade A,Comercial,Madeira,86,51772,192
2020,Q4,Cidade A,Comercial,Pedra Britada,64,8128,141
2020,Q4,Cidade A,Comercial,Fio Algodão,78,66846,197
2020,Q4,Cidade A,Comercial,Cimento,39,14703,158
2020,Q4,Cidade A,Comercial,Tecido,25,24825,186
2020,Q4,Cidade A,Comercial,Papel,27,18981,152
2020,Q4,Cidade A,Comercial,Poliéster,27,21708,166
2020,Q4,Cidade A,Comercial,Couro,87,22881,90
2020,Q4,Cidade A,Comercial,Areia,34,4624,73
2020,Q4,Cidade A,Industrial,Barra Metal,89,10947,51
2020,Q4,Cidade A,Industrial,Madeira,60,44580,64
2020,Q4,Cidade A,Industrial,Pedra Britada,22,6490,131
2020,Q4,Cidade A,Industrial,Fio Algodão,63,35532,104
2020,Q4,Cidade A,Industrial,Cimento,26,10296,165
2020,Q4,Cidade A,Industrial,Tecido,64,50240,96
2020,Q4,Cidade A,Industrial,Papel,20,4220,163
2020,Q4,Cidade A,Industrial,Poliéster,24,21696,104
2020,Q4,Cidade A,Industrial,Couro,71,70858,115
2020,Q4,Cidade A,Industrial,Areia,43,12169,200
2020,Q4,Cidade B,Residencial,Barra Metal,23,16560,107
2020,Q4,Cidade B,Residencial,Madeira,76,53732,197
2020,Q4,Cidade B,Residencial,Pedra Britada,79,39974,163
2020,Q4,Cidade B,Residencial,Fio Algodão,83,69886,139
2020,Q4,Cidade B,Residencial,Cimento,10,2640,65
2020,Q4,Cidade B,Residencial,Tecido,48,18528,64
2020,Q4,Cidade B,Residencial,Papel,50,31100,148
2020,Q4,Cidade B,Residencial,Poliéster,47,17672,161
2020,Q4,Cidade B,Residencial,Couro,67,64320,59
2020,Q4,Cidade B,Residencial,Areia,64,23360,113
2020,Q4,Cidade B,Comercial,Barra Metal,100,31300,93
2020,Q4,Cidade B,Comercial,Madeira,26,6786,194
2020,Q4,Cidade B,Comercial,Pedra Britada,68,65620,194
2020,Q4,Cidade B,Comercial,Fio Algodão,37,23643,90
2020,Q4,Cidade B,Comercial,Cimento,98,43022,186
2020,Q4,Cidade B,Comercial,Tecido,64,7872,180
2020,Q4,Cidade B,Comercial,Papel,98,69482,134
2020,Q4,Cidade B,Comercial,Poliéster,59,41831,174
2020,Q4,Cidade B,Comercial,Couro,16,10336,105
2020,Q4,Cidade B,Comercial,Areia,34,18734,158
2020,Q4,Cidade B,Industrial,Barra Metal,43,21715,100
2020,Q4,Cidade B,Industrial,Madeira,40,21200,186
2020,Q4,Cidade B,Industrial,Pedra Britada,24,11592,109
2020,Q4,Cidade B,Industrial,Fio Algodão,96,59424,176
2020,Q4,Cidade B,Industrial,Cimento,14,8512,160
2020,Q4,Cidade B,Industrial,Tecido,93,30876,130
2020,Q4,Cidade B,Industrial,Papel,52,42484,80
2020,Q4,Cidade B,Industrial,Poliéster,79,65570,52
2020,Q4,Cidade B,Industrial,Couro,20,5920,133
2020,Q4,Cidade B,Industrial,Areia,77,44429,139
2020,Q4,Cidade C,Residencial,Barra Metal,59,45017,193
2020,Q4,Cidade C,Residencial,Madeira,20,14760,174
2020,Q4,Cidade C,Residencial,Pedra Britada,61,60634,182
2020,Q4,Cidade C,Residencial,Fio Algodão,58,7482,50
2020,Q4,Cidade C,Residencial,Cimento,40,36920,57
2020,Q4,Cidade C,Residencial,Tecido,71,70787,76
2020,Q4,Cidade C,Residencial,Papel,57,35283,70
2020,Q4,Cidade C,Residencial,Poliéster,18,12474,190
2020,Q4,Cidade C,Residencial,Couro,32,14880,103
2020,Q4,Cidade C,Residencial,Areia,99,59301,155
2020,Q4,Cidade C,Comercial,Barra Metal,53,7579,132
2020,Q4,Cidade C,Comercial,Madeira,53,20140,83
2020,Q4,Cidade C,Comercial,Pedra Britada,10,5880,131
2020,Q4,Cidade C,Comercial,Fio Algodão,100,48800,181
2020,Q4,Cidade C,Comercial,Cimento,60,14940,186
2020,Q4,Cidade C,Comercial,Tecido,34,25772,171
2020,Q4,Cidade C,Comercial,Papel,59,52333,144
2020,Q4,Cidade C,Comercial,Poliéster,49,48020,110
2020,Q4,Cidade C,Comercial,Couro,47,46248,168
2020,Q4,Cidade C,Comercial,Areia,61,16714,119
2020,Q4,Cidade C,Industrial,Barra Metal,23,21735,168
2020,Q4,Cidade C,Industrial,Madeira,20,19420,106
2020,Q4,Cidade C,Industrial,Pedra Britada,19,18354,150
2020,Q4,Cidade C,Industrial,Fio Algodão,26,21060,79
2020,Q4,Cidade C,Industrial,Cimento,33,8118,73
2020,Q4,Cidade C,Industrial,Tecido,52,5512,102
2020,Q4,Cidade C,Industrial,Papel,69,25875,176
2020,Q4,Cidade C,Industrial,Poliéster,91,12649,155
2020,Q4,Cidade C,Industrial,Couro,41,24723,83
2020,Q4,Cidade C,Industrial,Areia,67,26130,181
2020,Q4,Cidade D,Residencial,Barra Metal,98,22442,111
2020,Q4,Cidade D,Residencial,Madeira,83,57685,182
2020,Q4,Cidade D,Residencial,Pedra Britada,11,4576,85
2020,Q4,Cidade D,Residencial,Fio Algodão,64,7680,180
2020,Q4,Cidade D,Residencial,Cimento,92,22908,165
2020,Q4,Cidade D,Residencial,Tecido,53,38107,167
2020,Q4,Cidade D,Residencial,Papel,75,43425,118
2020,Q4,Cidade D,Residencial,Poliéster,17,12563,112
2020,Q4,Cidade D,Residencial,Couro,38,25840,122
2020,Q4,Cidade D,Residencial,Areia,43,12728,55
2020,Q4,Cidade D,Comercial,Barra Metal,57,17955,128
2020,Q4,Cidade D,Comercial,Madeira,72,56088,68
2020,Q4,Cidade D,Comercial,Pedra Britada,13,8346,89
2020,Q4,Cidade D,Comercial,Fio Algodão,28,5712,160
2020,Q4,Cidade D,Comercial,Cimento,35,22820,105
2020,Q4,Cidade D,Comercial,Tecido,22,4334,71
2020,Q4,Cidade D,Comercial,Papel,46,30820,195
2020,Q4,Cidade D,Comercial,Poliéster,40,22120,190
2020,Q4,Cidade D,Comercial,Couro,33,13101,156
2020,Q4,Cidade D,Comercial,Areia,50,16650,138
2020,Q4,Cidade D,Industrial,Barra Metal,95,59090,159
2020,Q4,Cidade D,Industrial,Madeira,27,13041,117
2020,Q4,Cidade D,Industrial,Pedra Britada,32,15168,193
2020,Q4,Cidade D,Industrial,Fio Algodão,85,12325,80
2020,Q4,Cidade D,Industrial,Cimento,10,8100,85
2020,Q4,Cidade D,Industrial,Tecido,76,23028,193
2020,Q4,Cidade D,Industrial,Papel,88,48664,120
2020,Q4,Cidade D,Industrial,Poliéster,84,52332,55
2020,Q4,Cidade D,Industrial,Couro,54,38502,194
2020,Q4,Cidade D,Industrial,Areia,19,5757,200
2020,Q4,Cidade E,Residencial,Barra Metal,38,23712,199
2020,Q4,Cidade E,Residencial,Madeira,17,6290,71
2020,Q4,Cidade E,Residencial,Pedra Britada,21,19782,143
2020,Q4,Cidade E,Residencial,Fio Algodão,99,77418,177
2020,Q4,Cidade E,Residencial,Cimento,63,37737,98
2020,Q4,Cidade E,Residencial,Tecido,43,29971,86
2020,Q4,Cidade E,Residencial,Papel,71,24282,113
2020,Q4,Cidade E,Residencial,Poliéster,14,9800,153
2020,Q4,Cidade E,Residencial,Couro,12,8568,63
2020,Q4,Cidade E,Residencial,Areia,30,24810,99
2020,Q4,Cidade E,Comercial,Barra Metal,34,23732,179
2020,Q4,Cidade E,Comercial,Madeira,88,63976,120
2020,Q4,Cidade E,Comercial,Pedra Britada,13,9958,67
2020,Q4,Cidade E,Comercial,Fio Algodão,46,29670,107
2020,Q4,Cidade E,Comercial,Cimento,84,63000,72
2020,Q4,Cidade E,Comercial,Tecido,81,38394,104
2020,Q4,Cidade E,Comercial,Papel,67,33031,121
2020,Q4,Cidade E,Comercial,Poliéster,72,15552,55
2020,Q4,Cidade E,Comercial,Couro,99,77418,161
2020,Q4,Cidade E,Comercial,Areia,66,11418,99
2020,Q4,Cidade E,Industrial,Barra Metal,76,34808,146
2020,Q4,Cidade E,Industrial,Madeira,46,45494,85
2020,Q4,Cidade E,Industrial,Pedra Britada,53,10017,79
2020,Q4,Cidade E,Industrial,Fio Algodão,86,64844,184
2020,Q4,Cidade E,Industrial,Cimento,19,16492,184
2020,Q4,Cidade E,Industrial,Tecido,74,54168,57
2020,Q4,Cidade E,Industrial,Papel,79,44161,85
2020,Q4,Cidade E,Industrial,Poliéster,40,33680,51
2020,Q4,Cidade E,Industrial,Couro,71,48138,151
2020,Q4,Cidade E,Industrial,Areia,21,2247,113
2021,Q1,Cidade A,Residencial,Barra Metal,34,33116,69
2021,Q1,Cidade A,Residencial,Madeira,46,38824,124
2021,Q1,Cidade A,Residencial,Pedra Britada,15,6810,55
2021,Q1,Cidade A,Residencial,Fio Algodão,63,46179,60
2021,Q1,Cidade A,Residencial,Cimento,76,43700,195
2021,Q1,Cidade A,Residencial,Tecido,84,13944,104
2021,Q1,Cidade A,Residencial,Papel,56,17584,54
2021,Q1,Cidade A,Residencial,Poliéster,81,72738,170
2021,Q1,Cidade A,Residencial,Couro,14,11116,73
2021,Q1,Cidade A,Residencial,Areia,54,32130,79
2021,Q1,Cidade A,Comercial,Barra Metal,81,39204,144
2021,Q1,Cidade A,Comercial,Madeira,99,96327,157
2021,Q1,Cidade A,Comercial,Pedra Britada,82,58056,93
2021,Q1,Cidade A,Comercial,Fio Algodão,12,2376,98
2021,Q1,Cidade A,Comercial,Cimento,65,19500,55
2021,Q1,Cidade A,Comercial,Tecido,16,12208,144
2021,Q1,Cidade A,Comercial,Papel,11,2519,148
2021,Q1,Cidade A,Comercial,Poliéster,91,88725,161
2021,Q1,Cidade A,Comercial,Couro,95,11115,103
2021,Q1,Cidade A,Comercial,Areia,64,41280,73
2021,Q1,Cidade A,Industrial,Barra Metal,81,38313,106
2021,Q1,Cidade A,Industrial,Madeira,11,1188,110
2021,Q1,Cidade A,Industrial,Pedra Britada,24,3792,124
2021,Q1,Cidade A,Industrial,Fio Algodão,100,13700,131
2021,Q1,Cidade A,Industrial,Cimento,25,9600,81
2021,Q1,Cidade A,Industrial,Tecido,21,17367,161
2021,Q1,Cidade A,Industrial,Papel,69,14559,113
2021,Q1,Cidade A,Industrial,Poliéster,72,41040,131
2021,Q1,Cidade A,Industrial,Couro,65,59605,168
2021,Q1,Cidade A,Industrial,Areia,100,10500,155
2021,Q1,Cidade B,Residencial,Barra Metal,20,5140,123
2021,Q1,Cidade B,Residencial,Madeira,69,23529,55
2021,Q1,Cidade B,Residencial,Pedra Britada,82,19270,82
2021,Q1,Cidade B,Residencial,Fio Algodão,68,63716,197
2021,Q1,Cidade B,Residencial,Cimento,14,7266,85
2021,Q1,Cidade B,Residencial,Tecido,58,14442,120
2021,Q1,Cidade B,Residencial,Papel,93,67425,171
2021,Q1,Cidade B,Residencial,Poliéster,11,5467,59
2021,Q1,Cidade B,Residencial,Couro,77,14630,50
2021,Q1,Cidade B,Residencial,Areia,83,16019,98
2021,Q1,Cidade B,Comercial,Barra Metal,49,26656,128
2021,Q1,Cidade B,Comercial,Madeira,58,26680,191
2021,Q1,Cidade B,Comercial,Pedra Britada,35,6895,147
2021,Q1,Cidade B,Comercial,Fio Algodão,22,18128,117
2021,Q1,Cidade B,Comercial,Cimento,69,17940,85
2021,Q1,Cidade B,Comercial,Tecido,64,33152,126
2021,Q1,Cidade B,Comercial,Papel,79,70389,155
2021,Q1,Cidade B,Comercial,Poliéster,22,18040,168
2021,Q1,Cidade B,Comercial,Couro,95,45220,132
2021,Q1,Cidade B,Comercial,Areia,75,54975,166
2021,Q1,Cidade B,Industrial,Barra Metal,98,67718,83
2021,Q1,Cidade B,Industrial,Madeira,55,18040,125
2021,Q1,Cidade B,Industrial,Pedra Britada,86,18662,98
2021,Q1,Cidade B,Industrial,Fio Algodão,83,36603,81
2021,Q1,Cidade B,Industrial,Cimento,64,43712,136
2021,Q1,Cidade B,Industrial,Tecido,98,60956,120
2021,Q1,Cidade B,Industrial,Papel,95,93860,51
2021,Q1,Cidade B,Industrial,Poliéster,61,9638,99
2021,Q1,Cidade B,Industrial,Couro,63,47439,188
2021,Q1,Cidade B,Industrial,Areia,46,8556,171
2021,Q1,Cidade C,Residencial,Barra Metal,78,22776,161
2021,Q1,Cidade C,Residencial,Madeira,89,50552,200
2021,Q1,Cidade C,Residencial,Pedra Britada,35,22015,61
2021,Q1,Cidade C,Residencial,Fio Algodão,54,45468,174
2021,Q1,Cidade C,Residencial,Cimento,64,33408,80
2021,Q1,Cidade C,Residencial,Tecido,24,21936,127
2021,Q1,Cidade C,Residencial,Papel,32,17984,175
2021,Q1,Cidade C,Residencial,Poliéster,71,59853,82
2021,Q1,Cidade C,Residencial,Couro,14,8778,120
2021,Q1,Cidade C,Residencial,Areia,26,14040,138
2021,Q1,Cidade C,Comercial,Barra Metal,78,39936,148
2021,Q1,Cidade C,Comercial,Madeira,48,16896,182
2021,Q1,Cidade C,Comercial,Pedra Britada,27,15093,82
2021,Q1,Cidade C,Comercial,Fio Algodão,92,34316,118
2021,Q1,Cidade C,Comercial,Cimento,46,8878,81
2021,Q1,Cidade C,Comercial,Tecido,95,41040,81
2021,Q1,Cidade C,Comercial,Papel,62,6200,185
2021,Q1,Cidade C,Comercial,Poliéster,39,28587,103
2021,Q1,Cidade C,Comercial,Couro,23,16583,107
2021,Q1,Cidade C,Comercial,Areia,10,8970,143
2021,Q1,Cidade C,Industrial,Barra Metal,69,68931,118
2021,Q1,Cidade C,Industrial,Madeira,96,64608,168
2021,Q1,Cidade C,Industrial,Pedra Britada,42,12558,150
2021,Q1,Cidade C,Industrial,Fio Algodão,75,71100,187
2021,Q1,Cidade C,Industrial,Cimento,97,43747,157
2021,Q1,Cidade C,Industrial,Tecido,69,33258,123
2021,Q1,Cidade C,Industrial,Papel,90,66870,68
2021,Q1,Cidade C,Industrial,Poliéster,32,28064,61
2021,Q1,Cidade C,Industrial,Couro,37,7067,165
2021,Q1,Cidade C,Industrial,Areia,27,7128,105
2021,Q1,Cidade D,Residencial,Barra Metal,91,50869,129
2021,Q1,Cidade D,Residencial,Madeira,49,7448,199
2021,Q1,Cidade D,Residencial,Pedra Britada,29,23635,92
2021,Q1,Cidade D,Residencial,Fio Algodão,52,44460,195
2021,Q1,Cidade D,Residencial,Cimento,100,93900,56
2021,Q1,Cidade D,Residencial,Tecido,19,7467,141
2021,Q1,Cidade D,Residencial,Papel,39,22269,78
2021,Q1,Cidade D,Residencial,Poliéster,34,21862,60
2021,Q1,Cidade D,Residencial,Couro,78,46488,96
2021,Q1,Cidade D,Residencial,Areia,91,88725,150
2021,Q1,Cidade D,Comercial,Barra Metal,93,15996,149
2021,Q1,Cidade D,Comercial,Madeira,62,38874,64
2021,Q1,Cidade D,Comercial,Pedra Britada,98,88592,125
2021,Q1,Cidade D,Comercial,Fio Algodão,52,12064,164
2021,Q1,Cidade D,Comercial,Cimento,83,59013,145
2021,Q1,Cidade D,Comercial,Tecido,55,27940,198
2021,Q1,Cidade D,Comercial,Papel,88,81928,161
2021,Q1,Cidade D,Comercial,Poliéster,58,30102,109
2021,Q1,Cidade D,Comercial,Couro,24,18072,189
2021,Q1,Cidade D,Comercial,Areia,23,19573,113
2021,Q1,Cidade D,Industrial,Barra Metal,68,26860,68
2021,Q1,Cidade D,Industrial,Madeira,38,31198,185
2021,Q1,Cidade D,Industrial,Pedra Britada,22,10670,194
2021,Q1,Cidade D,Industrial,Fio Algodão,54,47412,115
2021,Q1,Cidade D,Industrial,Cimento,94,89112,148
2021,Q1,Cidade D,Industrial,Tecido,99,55440,128
2021,Q1,Cidade D,Industrial,Papel,47,19975,147
2021,Q1,Cidade D,Industrial,Poliéster,94,38446,163
2021,Q1,Cidade D,Industrial,Couro,60,29280,107
2021,Q1,Cidade D,Industrial,Areia,73,11826,158
2021,Q1,Cidade E,Residencial,Barra Metal,80,75840,189
2021,Q1,Cidade E,Residencial,Madeira,35,30135,124
2021,Q1,Cidade E,Residencial,Pedra Britada,70,26530,55
2021,Q1,Cidade E,Residencial,Fio Algodão,74,15984,136
2021,Q1,Cidade E,Residencial,Cimento,20,4300,68
2021,Q1,Cidade E,Residencial,Tecido,95,12160,72
2021,Q1,Cidade E,Residencial,Papel,82,58876,195
2021,Q1,Cidade E,Residencial,Poliéster,94,79618,159
2021,Q1,Cidade E,Residencial,Couro,92,25944,192
2021,Q1,Cidade E,Residencial,Areia,33,32241,155
2021,Q1,Cidade E,Comercial,Barra Metal,61,25315,151
2021,Q1,Cidade E,Comercial,Madeira,70,31080,135
2021,Q1,Cidade E,Comercial,Pedra Britada,97,70422,73
2021,Q1,Cidade E,Comercial,Fio Algodão,80,42320,123
2021,Q1,Cidade E,Comercial,Cimento,70,46130,148
2021,Q1,Cidade E,Comercial,Tecido,23,11707,128
2021,Q1,Cidade E,Comercial,Papel,26,16328,62
2021,Q1,Cidade E,Comercial,Poliéster,29,11426,171
2021,Q1,Cidade E,Comercial,Couro,34,22814,66
2021,Q1,Cidade E,Comercial,Areia,62,29698,132
2021,Q1,Cidade E,Industrial,Barra Metal,53,9010,173
2021,Q1,Cidade E,Industrial,Madeira,21,6153,114
2021,Q1,Cidade E,Industrial,Pedra Britada,13,9438,115
2021,Q1,Cidade E,Industrial,Fio Algodão,36,22536,51
2021,Q1,Cidade E,Industrial,Cimento,56,17080,123
2021,Q1,Cidade E,Industrial,Tecido,17,5474,75
2021,Q1,Cidade E,Industrial,Papel,10,8720,164
2021,Q1,Cidade E,Industrial,Poliéster,60,36900,131
2021,Q1,Cidade E,Industrial,Couro,39,24765,133
2021,Q1,Cidade E,Industrial,Areia,34,21012,138
2021,Q2,Cidade A,Residencial,Barra Metal,48,29712,106
2021,Q2,Cidade A,Residencial,Madeira,44,26752,59
2021,Q2,Cidade A,Residencial,Pedra Britada,87,10962,200
2021,Q2,Cidade A,Residencial,Fio Algodão,88,77176,174
2021,Q2,Cidade A,Residencial,Cimento,22,9482,76
2021,Q2,Cidade A,Residencial,Tecido,58,34336,69
2021,Q2,Cidade A,Residencial,Papel,84,57036,85
2021,Q2,Cidade A,Residencial,Poliéster,86,26058,155
2021,Q2,Cidade A,Residencial,Couro,43,17888,136
2021,Q2,Cidade A,Residencial,Areia,13,8814,166
2021,Q2,Cidade A,Comercial,Barra Metal,72,36432,133
2021,Q2,Cidade A,Comercial,Madeira,49,29057,103
2021,Q2,Cidade A,Comercial,Pedra Britada,88,83160,90
